URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url500,https://holycowvegan.net/mushroom-bourguignon-steamed-tofu-ramen/,6.7,1405,1428,2.764,0.419,2017-02-27T12:02:30,2017-02-27T12:02:30,2019-07-03T17:05:19,add - tbsp - bourguignon - vegan - mushroom - minutes - noodles - tofu - ramen - bowl - steamed,Vegan Mushroom Bourguignon with Steamed Tofu and Ramen Noodles | Holy Cow! Vegan Recipes,"A bowl of vegan Mushroom Bourguignon and Steamed Tofu with Ramen Noodles is a fun but heady melange of flavors, textures and cuisines."
url501,https://holycowvegan.net/mushroom-curry/,5.0,1026,1055,0.948,0.441,2018-12-22T09:44:00,2018-12-22T09:44:00,2019-06-25T11:57:01,add - leaves - vegetable - vegan - railway - curry - mushroom - recipe - coriander - recipes,Railway Mushroom Curry | Holy Cow! Vegan Recipes,"Recipe for a delicious mushroom curry based on a popular curry served at India's railway station eateries. A vegan, gluten-free recipe."
url502,https://holycowvegan.net/mushroom-makhani/,2.9,609,619,10.107,2.616,2009-10-27T16:40:00,2009-10-27T16:40:00,2017-04-22T10:23:47,add - tsp - tbsp - vegan - makhani - masala - mushroom - recipe - garam - tomato - butter - cup,Mushroom Makhani | Holy Cow! Vegan Recipes,No meta description found.
url503,https://holycowvegan.net/mushroom-masala-curry/,3.4,753,727,1.238,0.359,2018-09-07T10:36:51,2018-09-07T10:36:51,2019-07-25T21:15:09,add - vegan - coconut - masala - curry - mushroom - recipe - vilas - tamarind - mushrooms,"Mushroom Masala Curry | Holy Cow! Vegan Recipes Easy, tasty vegan recipes","A Mushroom Masala Curry that's simple and delicious. Serve with coconut rice for a healthy and tasty meal. A vegan, gluten-free, soy-free, nut-free recipe."
url504,https://holycowvegan.net/mushroom-matar-mushrooms-peas-creamy-sauce-one-pot-30-minutes/,3.7,826,790,0.318,0.238,2019-08-09T06:34:36,2019-08-09T06:34:36,2019-09-07T13:07:48,add - tsp - peas - vegan - sauce - onion - mushroom - holy - tomatoes - cow - recipes - creamy - mushrooms - matar,Mushroom Matar Recipe | Holy Cow! Vegan Recipes,"Mushroom Matar, or mushrooms and peas in a creamy sauce, is a staple of Indian restaurant menus. Vegan, gluten-free, soy-free recipe, free of added oils."
url505,https://holycowvegan.net/mushroom-paratha/,4.8,984,1010,5.564,0.995,2014-05-12T08:00:59,2014-05-12T08:00:59,2018-12-05T18:34:31,indian - add - tsp - vegetable - parathas - roll - mushroom - paratha - mushrooms - cook,Mushroom Paratha | Holy Cow! Vegan Recipes,My Mushroom Paratha is a different way to enjoy this delicious and popular Indian flatbread. A whole wheat wrapper is stuffed with a mushroom-onion mixture.
url506,https://holycowvegan.net/mushroom-ragout/,3.7,792,793,4.373,0.907,2015-07-21T09:00:10,2015-07-21T09:00:10,2019-01-06T00:27:00,love - let - vegan - sauce - ragout - mushroom - heat - mushrooms - sea - cup,Mushroom Ragout | Holy Cow! Vegan Recipes,"An easy and tasty recipe for a vegan Mushroom Ragout with cashew cream. This velvety sauce is perfect with pasta, tofu steaks, rice, or crusty bread."
url507,https://holycowvegan.net/mushroom-soba-noodles/,1.0,529,221,11.263,0.016,2008-08-31T02:28:00,2008-08-31T02:28:00,2019-11-27T21:23:39,india - indian - used - sauce - mushroom - vinegar - recipe - green - noodles - version - soba,Mushroom Soba Noodles | Holy Cow! Vegan Recipes,No meta description found.
url508,https://holycowvegan.net/mushroom-spinach-curry/,1.8,387,373,10.647,0.995,2009-04-13T23:00:00,2009-04-13T23:00:00,2018-12-05T18:34:48,sambar - vegan - coconut - taste - curry - mushroom - recipe - spinach - recipes - stir,Mushroom Spinach Curry | Holy Cow! Vegan Recipes,A quick and easy weeknight recipe for a lavish Mushroom Spinach Curry. Tastes great with some boiled rice.
url509,https://holycowvegan.net/mushrooms-on-sourdough-toast-15-minute-breakfast-recipe/,2.6,567,553,1.718,0.044,2018-03-16T09:56:57,2018-03-16T09:56:57,2019-11-17T18:26:24,toast - add - sourdough - g - vegan - breakfast - wine - recipe - heat - turn - mushrooms - 15minute,"Mushrooms on Sourdough Toast, 15-minute breakfast | Holy Cow! Vegan Recipes","A savory breakfast that's ready in under 10 minutes and is also elegant and delicious-- 15-minute vegan Mushrooms on Sourdough Toast. In this vegan version of the popular British breakfast dish, sliced, meaty portobello mushrooms are sauteed with wine and herbs, and layered on crunchy sourdough toast. "
url510,https://holycowvegan.net/my-curried-pink-beans-with-dill-are/,1.3,26,267,11.748,2.63,2008-03-07T04:56:00,2008-03-07T04:56:00,2017-04-17T22:17:32,cooking - pressure - flavor - curried - used - little - pink - dill - great - beans,Curried Pink Beans with Dill | Holy Cow! Vegan Recipes,These vegan curried pink beans are rich and flavorful with some heat from habanero peppers and Caribbean spices. Serve it with some brown rice.
url511,https://holycowvegan.net/my-dads-not-mutton-mushroom-curry/,5.1,1069,1071,0.162,0.082,2019-10-05T10:09:00,2019-10-05T10:09:00,2019-11-03T18:50:48,add - tbsp - used - g - curry - dads - recipe - onions - mushrooms - mutton - spices,My Dad's Not Mutton Curry - Holy Cow! Vegan Recipes,"A recipe for a meatless and vegan curry made with mushrooms, based on a recipe for a mutton curry my father would cook every Sunday in Bombay."
url512,https://holycowvegan.net/my-dog-opie/,2.7,603,581,11.97,0.167,2007-12-17T23:30:00,2007-12-17T23:30:00,2019-10-03T17:12:23,tail - opie - dog - brought - family - times - recipes - wag - desi - shelter,My dog Opie | Holy Cow! Vegan Recipes,No meta description found.
url513,https://holycowvegan.net/navratan-korma/,3.9,1361,818,0.241,0.038,2019-09-06T10:45:00,2019-09-06T10:45:00,2019-11-19T20:37:48,food - indian - india - cream - sauce - potatoes - green - korma - navratan - dish,Navratan Korma | Holy Cow! Vegan Recipes,My vegan Navratan Korma is a decadent but healthy dish with cashew cream sauce that coats perfectly cooked veggies. A dish to impress friends and family.
url514,https://holycowvegan.net/navratan-pulao/,3.7,1245,792,0.003,0.003,2019-12-02T11:55:42,2019-12-02T11:55:42,2019-12-02T13:19:20,indian - vegan - holy - recipe - veggies - navratan - cow - almonds - recipes - milk - rice - dish - spices - pulao,Navratan Pulao Recipe | Holy Cow! Vegan Recipes,"A Navratan Pulao, with jewel-like hues, is a tasty, regal Indian Mughlai dish. Pair with a spicy curry for dinner. A gluten-free recipe."
url515,https://holycowvegan.net/nepalese-tempeh-choila/,3.0,641,636,2.236,2.236,2017-09-08T07:00:22,2017-09-08T07:00:22,2017-09-08T14:15:29,add - tsp - tempeh - recipe - seeds - oil - fenugreek - pepper - nepalese - choila,Nepalese Tempeh Choila | Holy Cow! Vegan Recipes,"Nepalese Tempeh Choila, a vegan take on a dish that usually contains meat, is spicy and fresh and plays well as an appetizer, or a stuffing for rotis."
url516,https://holycowvegan.net/no-bake-vegan-chocolate-cheesecake-bars/,3.2,685,685,2.964,2.962,2016-12-16T12:00:26,2016-12-16T12:00:26,2016-12-17T00:14:22,strawberry - layer - bake - cheesecake - vegan - coconut - vanilla - bars - 30 - chocolate - cup,No Bake Vegan Chocolate Cheesecake Bars | Holy Cow! Vegan Recipes,"These delicious and fuss-free No Bake Vegan Chocolate Cheesecake Bars have three incredible layers of flavor, and they come together in 30 minutes."
url517,https://holycowvegan.net/no-egg-o-waffles/,1.9,376,395,12.025,0.937,2007-11-27T21:14:00,2007-11-27T21:14:00,2018-12-26T19:45:53,tbsp - ingredients - vegan - wheat - waffles - waffle - recipe - iron - recipes - mins,Vegan Whole Wheat Waffles | Holy Cow! Vegan Recipes,"A recipe for the best vegan whole wheat waffles in the world. These waffles are crunchy on the outside, pillowy inside, and they make a delicious breakfast."
url518,https://holycowvegan.net/no-knead-sourdough-bread/,5.1,1120,1090,1.767,0.597,2018-02-26T08:00:04,2018-02-26T08:00:04,2019-04-29T15:51:19,dough - recipe - knead - flour - parchment - loaf - need - towel - sourdough - pot - bread,No Knead Sourdough Bread | Holy Cow! Vegan Recipes,"An artisanal loaf of No Knead Sourdough Bread that takes almost no skill and minimal amount of hands-on time. All you need for this recipe is two ingredients, and the bread itself is crusty with a tender, airy crumb and a delicious flavor. "
url519,https://holycowvegan.net/not-for-faint-of-heart-garlicky-white/,3.0,586,643,11.907,0.553,2008-01-09T04:15:00,2008-01-09T04:15:00,2019-05-15T18:12:51,love - bean - add - soup - g - times - white - water - mg - beans - garlic,White Bean Soup - Holy Cow!,"This garlicky White Bean Soup is perfect for wintry nights when you want something that's fiery, soothing and substantial, all at once."
url520,https://holycowvegan.net/nuts-for-cookies/,3.2,695,688,10.986,0.926,2008-12-10T02:19:00,2008-12-10T02:19:00,2018-12-30T21:18:24,food - way - cookies - thats - walnut - vegan - cookie - recipes - walnuts - baking,Walnut Cookies | Holy Cow! Vegan Recipes,"These Walnut Cookies are one of my favorites, with a shortbread-y texture -- and they are almost a guilt-free indulgence."
url521,https://holycowvegan.net/nutty-pumpkin-bread/,2.4,500,513,11.89,0.477,2008-01-15T02:41:00,2008-01-15T02:41:00,2019-06-12T16:32:42,tsp - tbsp - sugar - g - vegan - pumpkin - mg - mix - bread - cup,Pumpkin Bread | Holy Cow! Vegan Recipes,"A delicious Pumpkin Bread recipe, fragrant with spices and with the goodness of walnuts."
url522,https://holycowvegan.net/omanas-simple-peanut-curry/,5.0,1078,1062,10.126,0.452,2009-10-20T14:36:00,2009-10-20T14:36:00,2019-06-21T17:01:32,add - omanas - good - sangita - taste - curry - turmeric - mummy - little - water - peanut - simple,Omana's Simple Peanut Curry | Holy Cow! Vegan Recipes,"Peanut Curry. A delicious peanut and potato curry from Kerala, India, in this guest post by my friend and foodie, Sangita Kalarickal."
url523,https://holycowvegan.net/one-pot-curried-spaghetti-kale/,3.4,746,719,2.381,0.605,2017-07-17T16:11:55,2017-07-17T16:11:55,2019-04-26T17:24:01,add - curried - spaghetti - recipe - minutes - kale - stir - pasta - pot - cook,One Pot Curried Spaghetti with Kale | Holy Cow! Vegan Recipes,"This creamy One Pot Curried Spaghetti with Kale recipe comes together in under 30 minutes, with a handful of ingredients. Vegan, soy-free, nut-free."
url524,https://holycowvegan.net/one-pot-farfalle-with-dandelion-greens/,5.6,1180,1188,2.564,2.564,2017-05-11T09:00:54,2017-05-11T09:00:54,2017-05-11T17:37:56,add - farfalle - beans - vegan - onepot - greens - dandelions - mushrooms - walnuts - pasta - wild - dandelion,One-Pot Farfalle with Dandelion Greens | Holy Cow! Vegan Recipes,"Wild dandelions are the surprise ingredient in this One-Pot Farfalle with Dandelion Greens. Olives, mushrooms, and white beans add nutrition and flavor."
url525,https://holycowvegan.net/one-pot-garlicky-spinach-dal/,4.7,1017,999,3.107,0.921,2016-10-25T12:00:11,2016-10-25T12:00:11,2019-01-01T17:06:51,pressure - add - lentils - garlicky - malabar - recipe - dal - spinach - need - minutes - water - pot,Garlicky Spinach Dal Recipe | Holy Cow! Vegan Recipes,"A one-pot garlicky spinach dal (lahsooni dal) that comes together really fast, with or without a pressure cooker, for a healthy, delicious weeknight meal."
url526,https://holycowvegan.net/one-pot-mujadara-with-leeks-and-kale/,3.6,765,753,2.351,0.921,2017-07-28T12:00:00,2017-07-28T12:00:00,2019-01-01T21:46:11,lentils - add - vegan - leeks - recipe - greens - minutes - mujadara - rice - pot,Vegan One Pot Mujadara with Leeks | Holy Cow! Vegan Recipes,"This vegan one pot mujadara with leeks has the healthy goodness of lentils, rice, and greens, and it's delicious. Soy-free, gluten-free, nut-free recipe."
url527,https://holycowvegan.net/one-pot-vegan-tater-tot-casserole/,4.6,982,966,1.885,0.027,2018-01-14T09:00:55,2018-01-14T09:00:55,2019-11-23T11:16:33,casserole - vegan - tots - onepot - easy - recipe - tater - tot - veggies - skillet - sausage,One-Pot Vegan Tater Tot Casserole | Holy Cow! Vegan Recipes,"A one-pot vegan Tater Tot Casserole with a creamy, savory filling of veggies and vegan sausage covered by a golden, crispy layer of tater tots. A fun and easy recipe that's also gluten-free and soy-free."
url528,https://holycowvegan.net/onion-chutney/,2.9,683,619,2.148,2.151,2017-10-10T08:00:14,2017-10-10T08:00:14,2017-10-09T17:35:53,indian - add - tsp - red - onion - recipe - dosa - tamarind - onions - chutney - south,Onion Chutney | Holy Cow! Vegan Recipes,"A spicy, sweet and tangy South Indian Onion Chutney with shallots and tamarind. Vegan, gluten-free, soy-free, nut-free recipe."
url529,https://holycowvegan.net/onion-poppy-seed-rolls/,2.5,1237,537,0.178,0.178,2019-09-29T10:03:40,2019-09-29T10:03:40,2019-09-29T16:54:01,poppy - bake - vegan - seed - onion - caramelized - onions - rolls - raw - bread,Onion Poppy Seed Rolls | Holy Cow! Vegan Recipes,"These onion poppy seed rolls stuffed with caramelized onions have a crispy crust and a fluffy crumb. Vegan, soy-free and nut-free recipe."
url530,https://holycowvegan.net/onion-sambar-vengaya-sambar/,1.9,873,412,5.805,0.912,2014-02-13T08:00:22,2014-02-13T08:00:22,2019-01-04T18:12:30,flavor - red - sambar - vegan - tamil - holy - pearl - cow - onions - recipes - fresh - vengaya - dish - dont - meal,Onion Sambar | Vengaya Sambar - Holy Cow! Vegan Recipes,"Vengaya Sambar is a south Indian onion dal, with pearl onions and lentils. A fragrant spice mix infuses the dal. Gluten-free, soy-free and nut-free."
url531,https://holycowvegan.net/ooohoondhiyu/,3.0,623,626,11.753,0.567,2008-03-05T05:15:00,2008-03-05T05:15:00,2019-05-10T14:09:08,12inch - tsp - gujarati - tbsp - leaves - add - seeds - chopped - methi - oondhiyu - cup,Oondhiyu | Holy Cow! Vegan Recipes,No meta description found.
url532,https://holycowvegan.net/orange-almond-breakfast-loaf/,3.9,829,834,2.693,0.929,2017-03-25T09:00:01,2017-03-25T09:00:01,2018-12-29T17:34:39,almond - tbsp - g - wheat - breakfast - flour - loaf - orange - marmalade - cup,Orange Almond Breakfast Loaf | Holy Cow! Vegan Recipes,This whole wheat Orange Almond Breakfast Loaf with a sticky orange marmalade glaze is the perfect breakfast for a lazy weekend.
url533,https://holycowvegan.net/orange-cupcakes-with-buttercream/,5.4,1162,1155,9.921,0.17,2010-01-03T21:14:00,2010-01-03T21:14:00,2019-10-02T22:42:28,tsp - tbsp - ingredients - vegan - newspaper - times - cupcakes - newspapers - buttercream - orange - post,Vegan Orange Cupcakes With Buttercream | Holy Cow! Vegan Recipes,"Delicious vegan orange cupcakes with a fluffy, cloud-like orange buttercream frosting wickedly flavored with a hint of orange liqueur."
url534,https://holycowvegan.net/oven-blackened-tandoori-tofu/,4.3,914,908,1.732,0.496,2018-03-11T08:00:21,2018-03-11T08:00:21,2019-06-05T15:52:51,blackened - yogurt - tsp - marinade - vegan - g - tandoori - recipe - tofu - oven,Oven Blackened Tandoori Tofu | Holy Cow! Vegan Recipes,"My Oven Blackened Tandoori Tofu will become your favorite way to eat tofu. The tangy, spicy, brilliantly red tandoori sauce infuses the tofu with gorgeous flavor, and the blackened, charred bits add even more deliciousness. A vegan, gluten-free recipe."
url535,https://holycowvegan.net/paella/,3.0,639,629,4.77,0.356,2015-02-26T08:00:29,2015-02-26T08:00:29,2019-07-26T20:29:37,red - paella - vegan - used - holy - cow - heat - recipes - peppers - rice - beans - sausage - cook,Vegan Paella - Holy Cow! Vegan Recipes,"My Vegan Paella with veggies is a meatless version of the popular Spanish Paella, with vegetables, beans, red peppers and vegan sausage."
url536,https://holycowvegan.net/palak-paneer/,6.5,1395,1377,1.096,0.249,2018-10-29T09:00:00,2018-10-29T09:00:00,2019-09-03T14:41:14,indian - add - tbsp - vegan - recipe - restaurant - spinach - tofu - palak - paneer,Vegan Palak Paneer with Tofu - Holy Cow! Vegan Recipes,"This vegan Palak Paneer or Saag Paneer recipe with tofu is better than anything at an Indian restaurant. Eat with naan or roti. A vegan, gluten-free recipe."
url537,https://holycowvegan.net/pan-roasted-brussels-sprouts/,3.0,659,643,4.748,0.2,2015-03-06T10:00:55,2015-03-06T10:00:55,2019-09-21T21:09:59,way - tsp - vegetable - g - recipe - panroasted - brussels - mg - sprouts - saucepan - cook,Pan-Roasted Brussels Sprouts - Holy Cow!,"A recipe for delicious, tender, pan-roasted brussels sprouts with the flavors of cumin and paprika."
url538,https://holycowvegan.net/pancharatan-dal-with-gingery-acorn/,3.5,994,733,8.858,1.855,2011-01-26T11:34:00,2011-01-26T11:34:00,2018-01-25T13:01:16,add - lentils - tiny - blogger - potatoes - curry - gingery - acorn - recipes - dal - squash - cubed - panchratan,Panchratan Dal With Gingery Acorn Squash Curry | Holy Cow! Vegan Recipes,"A creamy panchratan dal or panchmel dal made by marrying together five kinds of lentils, served with a gingery acorn squash and potato curry."
url539,https://holycowvegan.net/pappardelle-pasta-with-green-peppers/,2.7,578,567,10.849,0.901,2009-01-29T04:34:00,2009-01-29T04:34:00,2019-01-08T17:48:28,toss - tbsp - frittata - egg - green - replacer - pappardelle - peppers - asparagus - pasta - saucepan - pepper,Pappardelle Pasta with Green Peppers and Asparagus Frittata | Holy Cow! Vegan Recipes,No meta description found.
url540,https://holycowvegan.net/pappardelle-pasta-with-roasted-tomato/,5.0,1067,1060,7.948,0.901,2011-12-24T21:54:00,2011-12-24T21:54:00,2019-01-08T17:18:34,sauce - roasted - chipotle - oven - tomatoes - skillet - tomato - peppers - recipes - pasta,Pasta in Roasted Tomato Chipotle Sauce | Vegan Recipes | Holy Cow!,A delicious dish of Pasta in Roasted Tomato Chipotle Sauce. The chipotle adds a smoky flavor and cashew cream adds luxurious creaminess to the sauce.
url541,https://holycowvegan.net/pappardelle-with-creamy-butternut-sauce/,1.8,736,383,6.899,0.044,2013-01-10T12:00:00,2013-01-10T12:00:00,2019-11-17T19:00:44,butternut - sauce - frozen - fresh - pasta - supermarket - veggies - squash - sage - knew,Butternut Squash Pasta with Sage | Holy Cow! Vegan Recipes,"A delicious recipe for a creamy vegan butternut squash pasta with sage, capers and red pepper flakes. Sunflower seeds and chickpeas give this dish an extra hit of healthy protein."
url542,https://holycowvegan.net/pasta-broccoli-beans/,2.5,533,530,5.389,2.688,2014-07-15T08:00:56,2014-07-15T08:00:56,2017-03-27T16:23:01,broccoli - add - salt - beans - wholegrain - recipe - takes - pasta - garlic - pepper,Pasta with Broccoli and Beans - Holy Cow! Vegan Recipes,An easy and healthy weeknight recipe for a delicious Garlicky Pasta with Broccoli and Beans. This comes together in minutes.
url543,https://holycowvegan.net/pasta-gratin/,3.5,732,736,5.573,0.995,2014-05-09T08:00:35,2014-05-09T08:00:35,2018-12-05T18:34:34,add - tsp - vegan - sauce - oil - minutes - mushrooms - chickpea - pasta - cauliflower - gratin,Pasta Gratin in Cauliflower Chickpea Sauce - Holy Cow! Vegan Recipe,A cheesy vegan -- gluten-free --version of pasta gratin with a cauliflower-chickpea sauce. There are nearly 15 grams of protein in each serving.
url544,https://holycowvegan.net/pasta-greens-beans/,2.8,596,591,5.816,2.666,2014-02-09T08:00:11,2014-02-09T08:00:11,2017-04-04T18:00:10,add - beans - yu - lima - greens - recipe - minutes - pasta - garlic - pepper,Pasta with Greens and Beans | Holy Cow! Vegan Recipes,A healthy and flavorful -- and easy -- recipe for pasta with greens and lima beans. This protein-packed meal is perfect for a quick dinner or takeout lunch.
url545,https://holycowvegan.net/pasta-puttanesca-gluten-free/,3.7,777,775,5.907,0.901,2014-01-07T10:17:21,2014-01-07T10:17:21,2019-01-08T17:05:22,flavor - vegan - sauce - seaweed - anchovies - puttanesca - glutenfree - pasta - tamari - cook,"Vegan Pasta Puttanesca, Gluten-Free | Holy Cow! Vegan Recipes","This amazing, gluten-free vegan Pasta Puttanesca uses two ingenious ingredients to substitute for the anchovies: tamari and seaweed."
url546,https://holycowvegan.net/pasta-roasted-cauliflower-cashew-sauce/,5.0,1056,1057,5.159,2.688,2014-10-07T08:00:01,2014-10-07T08:00:01,2017-03-27T10:39:49,opie - sauce - roasted - recipe - minutes - asparagus - elvis - pasta - cashew - cauliflower - pepper,Roasted Cauliflower Cashew Sauce - Holy Cow! Vegan Recipes,A creamy Roasted Cauliflower Cashew Sauce that's great to pour over delicious shell pasta. You will be licking the bowl till every last bit is gone.
url547,https://holycowvegan.net/pasta-roasted-peppers/,4.2,896,900,5.449,2.2,2014-06-23T08:00:47,2014-06-23T08:00:47,2017-09-21T14:41:17,add - beans - roasted - green - oil - recipe - peppers - bell - pasta - pepper,Pasta with Roasted Peppers - Holy Cow! Vegan Recipes,"A recipe for a summery, delicious, easy pasta with roasted peppers, with herbs like thyme and sage. Baby lima beans add an extra hit of protein."
url548,https://holycowvegan.net/pasta-with-bean-ragout/,3.3,723,702,6.036,0.907,2013-11-21T19:38:37,2013-11-21T19:38:37,2019-01-06T00:31:56,bean - beans - vegan - ragout - greens - tomatoes - recipes - water - kinds - pasta,Vegan Pasta with Bean Ragout | Holy Cow! Vegan Recipes,Whole-Wheat Pasta with Bean Ragout makes a delicious and nutritious dish for weeknights. And it's convenient and healthy enough to brown-bag for lunch.
url549,https://holycowvegan.net/pasta-with-cauliflower-and-chickpeas/,2.8,608,595,9.833,2.63,2010-02-04T00:08:00,2010-02-04T00:08:00,2017-04-17T20:05:37,flavor - tiny - vegan - taste - chickpeas - recipes - wont - dish - pasta - cauliflower - eat,Pasta With Cauliflower And Chickpeas | Holy Cow! Vegan Recipes,"A simple, elegant and nutritious dish of pasta with cauliflower and chickpeas, tossed in a light sauce of parsley, garlic, and red pepper flakes"
url550,https://holycowvegan.net/pasta-with-chipotle-cashew-cream/,3.1,663,653,8.696,0.901,2011-03-26T15:43:00,2011-03-26T15:43:00,2019-01-08T17:07:36,add - cream - vegan - sauce - chipotle - little - tomatoes - water - pasta - cashew,Pasta with Chipotle Cashew Cream | Holy Cow! Vegan Recipes,"Recipe for a delicious and easy Pasta with Chipotle Cashew Cream. Chipotle chilies in adobo sauce add a smoky, rich flavor to the smooth cashew cream."
url551,https://holycowvegan.net/pasta-with-no-cook-tomato-sauce/,2.9,631,613,4.337,0.425,2015-08-03T08:00:14,2015-08-03T08:00:14,2019-07-01T08:45:27,basil - large - linguini - g - sauce - tomato - pasta - jay - mg - nocook - pepper,Pasta with no-cook tomato sauce | Holy Cow!,"A light and healthy no-cook tomato sauce for pasta, put together in mere minutes. The sauce is gluten-free and vegan."
url552,https://holycowvegan.net/pasta-with-sausage-and-greens/,2.9,640,612,4.499,0.932,2015-06-05T08:00:45,2015-06-05T08:00:45,2018-12-28T14:08:18,add - mix - vegan - weekend - greens - tomatoes - mushrooms - mins - pasta - sausage,Pasta With Sausage and Greens | Holy Cow! Vegan Recipes,"A simple and healthy pasta recipe with vegan sausage and mixed greens. With wholegrain pasta, this makes a perfectly nutritious meal the family will love."
url553,https://holycowvegan.net/pasta-with-turnip-pesto/,2.7,574,565,4.049,2.932,2015-11-16T08:00:31,2015-11-16T08:00:31,2016-12-28T17:08:10,roasted - olive - greens - pesto - turnip - mushrooms - pasta - turnips - salt - pepper,Pasta with Turnip Pesto | Holy Cow! Vegan Recipes,"A wholegrain pasta drizzled with emerald-green turnip pesto, and mixed up with sweet, roasted turnips and mushrooms. Sauce is gluten-free."
url554,https://holycowvegan.net/pattypan-kootu/,3.2,684,672,8.416,2.449,2011-07-06T13:18:00,2011-07-06T13:18:00,2017-06-22T10:47:06,indian - lentils - tsp - tbsp - sambar - veggie - pattypan - water - kootu - squash,Pattypan Kootu | Holy Cow! Vegan Recipes,"A delicious spin on a south Indian kootu-- a pattypan kootu made with pattypan squash, those cute little summer squash that look like flying saucers."
url555,https://holycowvegan.net/pav-bhaji/,9.8,2037,2080,10.46,0.953,2009-06-20T19:22:00,2009-06-20T19:22:00,2018-12-20T15:37:34,indian - bhaji - tsp - vegan - pav - green - holy - oil - minutes - veg - cow - recipes - delicious - mins - bombay,Bombay Pav Bhaji - Holy Cow! Indian Veg Recipes,"Pav bhaji is a delicious street snack from my bustling hometown, Mumbai, and requires almost no modifications to veganize. Also ladi pav recipe."
url556,https://holycowvegan.net/peach-jam/,2.3,511,495,10.279,2.466,2009-08-25T14:08:00,2009-08-25T14:08:00,2017-06-16T20:19:35,summer - peach - jar - jam - recipe - weeks - water - peaches - cut - cook,Peach Jam | Holy Cow! Vegan Recipes,No meta description found.
url557,https://holycowvegan.net/peach-streusel-breakfast-pizza/,3.5,744,749,4.679,0.907,2015-03-31T11:00:15,2015-03-31T11:00:15,2019-01-06T00:44:46,dough - peach - tsp - tbsp - pizza - breakfast - recipe - streusel - crust - oats - peaches,Peach Streusel Breakfast Pizza | Holy Cow! Vegan Recipes,"A decadent Peach Streusel Breakfast Pizza with a crust that's a cross between a pie and a pizza crust, and a delicious topping of peach streusel with oats."
url558,https://holycowvegan.net/peach-upside-down-cake/,3.2,681,669,10.37,0.827,2009-07-23T19:37:00,2009-07-23T19:37:00,2019-02-04T13:27:50,pan - peach - tsp - upsidedown - sugar - vegan - oven - recipes - skillet - place - cake - cup,Peach Upside-Down Cake | Holy Cow! Vegan Recipes,"This vegan Peach Upside-Down Cake has all the flavor of the traditional cake without the eggs, butter and calories."
url559,https://holycowvegan.net/peanut-butter-dog-biscuits/,2.5,529,520,6.0,0.926,2013-12-04T22:19:58,2013-12-04T22:19:58,2018-12-30T20:35:47,really - cookies - vegan - dog - biscuits - flour - treats - glutenfree - rice - butter - peanut,Peanut Butter Dog Biscuits - Holy Cow! Vegan Recipes,"A recipe for gluten-free peanut butter dog biscuits that always set my dog Opie's tail wagging. They are packed with oat, millet and brown rice flours."
url560,https://holycowvegan.net/peanut-curry-spiced-brown-rice-and/,5.0,1060,1066,7.97,1.855,2011-12-16T20:00:00,2011-12-16T20:00:00,2018-01-25T13:01:12,subzi - add - spiced - tsp - brown - curry - seeds - cabbage - recipes - rice - servings - stir - peanut - eat,"Peanut Curry, Spiced Brown Rice, Cabbage Subzi | Holy Cow! Vegan Recipes","Peanut Curry, Spiced Brown Rice, Cabbage Subzi, or Shengdanyachi Amti, Phodanicha Bhaat and Kobichi Bhaaji are classic and tasty Marathi recipes."
url561,https://holycowvegan.net/pear-and-almond-tart/,3.9,823,827,8.06,0.923,2011-11-13T01:51:00,2011-11-13T01:51:00,2018-12-31T12:07:08,almond - pan - dough - tbsp - pears - tart - recipes - thanksgiving - pear - cup,Pear and Almond Tart | Holy Cow! Vegan Recipes,A recipe for a simple and elegant Pear and Almond Tart that is perfect for special occasions or just when you want a little treat.
url562,https://holycowvegan.net/pearly-vegan-mushroom-barley-risotto/,1.5,668,324,11.827,0.164,2008-02-07T01:15:00,2008-02-07T01:15:00,2019-10-04T21:21:42,love - mushroom - risotto - minutes - hour - labor - usually - rice - dish - sour - perfect - barley,Mushroom Barley Risotto,A quick recipe for a nutritious and vegan Barley Risotto with Mushrooms. I use crimini and shiitake mushrooms to give this dish some extra oomph.
url563,https://holycowvegan.net/peas-carrot-subzi-with-rajasthani/,3.8,803,799,9.948,0.836,2009-12-24T18:30:00,2009-12-24T18:30:00,2019-02-01T16:15:38,add - tsp - peas - carrots - vegan - used - curry - holy - recipe - cow - recipes - seeds1 - rajasthani - roti - missi - spices,Peas Carrot Subzi | Missi Roti - Holy Cow! Vegan Recipes,"Recipes for delicious Peas Carrot Subzi or sabzi, made with Rajasthani spices, and Missi Roti, a flatbread to sop it up."
