BOOK_SERIAL_NUMBER;BOOK_NAME;BOOK_NAME_ENGLISH_TRANSLITERATED;BOOK_TYPE;BOOK_URL;BOOK_URL_HOME;PDF_URLS;NUM_MAX_PAGES
BOOK_SERIALNUM_909;ब्रह्मवर्चस साधना की ध्यान धारणा;barahamavarachas saadhna ki dhyaan dharana;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Brahmvarchas_Sadhana_Ki_Dhyan_Dharna/v1.1'>http://literature.awgp.org/book/Brahmvarchas_Sadhana_Ki_Dhyan_Dharna/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Brahmvarchas_Sadhana_Ki_Dhyan_Dharna/v1'>http://literature.awgp.org/book/Brahmvarchas_Sadhana_Ki_Dhyan_Dharna/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1954/Brahmavarchas_Ki_Dhyan-Dharana.pdf'>http://literature.awgp.org/var/node/1954/Brahmavarchas_Ki_Dhyan-Dharana.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Brahmvarchas_Sadhana_Ki_Dhyan_Dharna/v1.144'>http://literature.awgp.org/book/Brahmvarchas_Sadhana_Ki_Dhyan_Dharna/v1.144</a>
BOOK_SERIALNUM_910;ब्रह्मवर्चस् - एक संक्षिप्त परिचय;barahamavarachas  -  ek sankashhipat parichay;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchas_ek_sanchhipta_parichay/v1.1'>http://literature.awgp.org/book/brahmavarchas_ek_sanchhipta_parichay/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchas_ek_sanchhipta_parichay/v1'>http://literature.awgp.org/book/brahmavarchas_ek_sanchhipta_parichay/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchas_ek_sanchhipta_parichay/v1.8'>http://literature.awgp.org/book/brahmavarchas_ek_sanchhipta_parichay/v1.8</a>
BOOK_SERIALNUM_911;ब्रह्मवर्चस् अर्जन की साधना व उसका मर्म;barahamavarachas arajan ki saadhna v usaka maram;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchas_arjan_kee_sadhana_v_usaka_marm/v1.1'>http://literature.awgp.org/book/brahmavarchas_arjan_kee_sadhana_v_usaka_marm/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchas_arjan_kee_sadhana_v_usaka_marm/v1'>http://literature.awgp.org/book/brahmavarchas_arjan_kee_sadhana_v_usaka_marm/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_912;ब्रह्मवर्चस् की ध्यान धारणा;barahamavarachas ki dhyaan dharana;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchrya_kee_dhyan_dharna/v1.1'>http://literature.awgp.org/book/brahmavarchrya_kee_dhyan_dharna/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchrya_kee_dhyan_dharna/v1'>http://literature.awgp.org/book/brahmavarchrya_kee_dhyan_dharna/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_913;ब्रह्मवर्चस् साधना की ध्यान - धारणा;barahamavarachas saadhna ki dhyaan  -  dharana;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhramvarchas_ki_dhyaan_dharna/v1.1'>http://literature.awgp.org/book/bhramvarchas_ki_dhyaan_dharna/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhramvarchas_ki_dhyaan_dharna/v1'>http://literature.awgp.org/book/bhramvarchas_ki_dhyaan_dharna/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/bhramvarchas_ki_dhyaan_dharna/v1.27'>http://literature.awgp.org/book/bhramvarchas_ki_dhyaan_dharna/v1.27</a>
BOOK_SERIALNUM_914;ब्रह्मवर्चस्-एक संक्षिप्त परिचय;barahamavarachas - ek sankashhipat parichay;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchas-ek_sanchhipta_parichay/v1.1'>http://literature.awgp.org/book/brahmavarchas-ek_sanchhipta_parichay/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/brahmavarchas-ek_sanchhipta_parichay/v1'>http://literature.awgp.org/book/brahmavarchas-ek_sanchhipta_parichay/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_915;ब्रह्मविद्या का रहस्योद्घाटन;barahamavidaya ka rahasayodaghaatan;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Brahm_vidya_Ka_Rahasyodghatan/v1.1'>http://literature.awgp.org/book/Brahm_vidya_Ka_Rahasyodghatan/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Brahm_vidya_Ka_Rahasyodghatan/v1'>http://literature.awgp.org/book/Brahm_vidya_Ka_Rahasyodghatan/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1859/brahmvidhya_Ka_rahasyodghatn.pdf'>http://literature.awgp.org/var/node/1859/brahmvidhya_Ka_rahasyodghatn.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Brahm_vidya_Ka_Rahasyodghatan/v1.56'>http://literature.awgp.org/book/Brahm_vidya_Ka_Rahasyodghatan/v1.56</a>
BOOK_SERIALNUM_916;ब्रह्मविद्या-खन्ड-1;barahamavidaya - khanad - 1;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v1.1'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v1'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v1.140'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v1.140</a>
BOOK_SERIALNUM_917;ब्रह्मविद्या-खन्ड-2;barahamavidaya - khanad - 2;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v2.1'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v2'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v2.140'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v2.140</a>
BOOK_SERIALNUM_918;ब्रह्मविद्या-खन्ड-3;barahamavidaya - khanad - 3;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v3.1'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v3.1</a>;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v3'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v3</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v3.139'>http://literature.awgp.org/book/upanishad_bahma_vidhya_khand/v3.139</a>
BOOK_SERIALNUM_919;ब्राह्मण जागें - साधु चेतें;baraahaman jaagen  -  saadhu cheten;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Brahman_Jage_Sadhu_Chete/v1.1'>http://literature.awgp.org/book/Brahman_Jage_Sadhu_Chete/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Brahman_Jage_Sadhu_Chete/v1'>http://literature.awgp.org/book/Brahman_Jage_Sadhu_Chete/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1625/Brahman_Jage-Sadhu_Chete.pdf'>http://literature.awgp.org/var/node/1625/Brahman_Jage-Sadhu_Chete.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Brahman_Jage_Sadhu_Chete/v1.32'>http://literature.awgp.org/book/Brahman_Jage_Sadhu_Chete/v1.32</a>
BOOK_SERIALNUM_920;भक्ति का वास्तविक तात्पर्य समझें;bhakati ka vaasatavik taataparay samajhen;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhakti_ka_vastavik_tatpary_samajhen/v1.1'>http://literature.awgp.org/book/bhakti_ka_vastavik_tatpary_samajhen/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhakti_ka_vastavik_tatpary_samajhen/v1'>http://literature.awgp.org/book/bhakti_ka_vastavik_tatpary_samajhen/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_921;भक्ति पथ की जीवन ज्योति;bhakati path ki jivan jayoti;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Bhakti_Path_Ki_Jeevan_Gatha/v1.1'>http://literature.awgp.org/book/Bhakti_Path_Ki_Jeevan_Gatha/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Bhakti_Path_Ki_Jeevan_Gatha/v1'>http://literature.awgp.org/book/Bhakti_Path_Ki_Jeevan_Gatha/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1860/Bhaktipath_Ki_Jivan_Jyoti.pdf'>http://literature.awgp.org/var/node/1860/Bhaktipath_Ki_Jivan_Jyoti.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Bhakti_Path_Ki_Jeevan_Gatha/v1.56'>http://literature.awgp.org/book/Bhakti_Path_Ki_Jeevan_Gatha/v1.56</a>
BOOK_SERIALNUM_922;भक्ति- एक दर्शन एक विज्ञान;bhakati -  ek darashan ek vigyaan;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v1.1'>http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v1'>http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68767/H-JS_32_Bhakti-Ek__Darshan,_Ek_Vigyan.pdf|http://literature.awgp.org/var/node/68878/Bhakti-Ek__Darshan,_Ek_Vigyan.pdf'>http://literature.awgp.org/var/node/68767/H-JS_32_Bhakti-Ek__Darshan,_Ek_Vigyan.pdf|http://literature.awgp.org/var/node/68878/Bhakti-Ek__Darshan,_Ek_Vigyan.pdf</a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_923;भक्ति-एक दर्शन एक विज्ञान;bhakati - ek darashan ek vigyaan;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v2.1'>http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v2'>http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68878/Bhakti-Ek__Darshan,_Ek_Vigyan.pdf'>http://literature.awgp.org/var/node/68878/Bhakti-Ek__Darshan,_Ek_Vigyan.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v2.32'>http://literature.awgp.org/book/bhakt_ek_darshan_ek_vijnan/v2.32</a>
BOOK_SERIALNUM_924;भगवान का काम करने का यही समय;bhagavaan ka kaam karane ka yahi samay;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v1.1'>http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v1'>http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68795/H-JS_53_Bhagavaan_Ka_Kaam_Karane_Ka_Yahi_Samay_Hai.pdf'>http://literature.awgp.org/var/node/68795/H-JS_53_Bhagavaan_Ka_Kaam_Karane_Ka_Yahi_Samay_Hai.pdf</a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_925;भगवान का काम करने का यही समय;bhagavaan ka kaam karane ka yahi samay;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v2.1'>http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v2'>http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68879/Bhagavaan_Ka_Kaam_Karane_Ka_Yahi_Samay_Hai.pdf'>http://literature.awgp.org/var/node/68879/Bhagavaan_Ka_Kaam_Karane_Ka_Yahi_Samay_Hai.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v2.32'>http://literature.awgp.org/book/bhagavan_ka_kam_karane_ka_yahee_samay/v2.32</a>
BOOK_SERIALNUM_926;भगवान का काम घाटे का सौदा नहीं;bhagavaan ka kaam ghaate ka sauda nahin;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v1.1'>http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v1'>http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68793/H-JS_96_Bhagavan_Ka_Kaam_Ghate_Ka_Sauda_Nahi.pdf'>http://literature.awgp.org/var/node/68793/H-JS_96_Bhagavan_Ka_Kaam_Ghate_Ka_Sauda_Nahi.pdf</a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_927;भगवान का काम घाटे का सौदा नहीं;bhagavaan ka kaam ghaate ka sauda nahin;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v2.1'>http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v2'>http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68880/Bhagavan_Ka_Kaam_Ghate_Ka_Sauda_Nahi.pdf'>http://literature.awgp.org/var/node/68880/Bhagavan_Ka_Kaam_Ghate_Ka_Sauda_Nahi.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v2.32'>http://literature.awgp.org/book/bhagavan_ka_kam_ghate_ka_sauda_naheen/v2.32</a>
BOOK_SERIALNUM_928;भगवान की पूँजी में हिस्सेदार बनें;bhagavaan ki poonji men hisasedaar banen;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v2.1'>http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v2'>http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68881/Bhagava_Ki_Pooja_Me_Sajhedar_Banen.pdf'>http://literature.awgp.org/var/node/68881/Bhagava_Ki_Pooja_Me_Sajhedar_Banen.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v2.32'>http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v2.32</a>
BOOK_SERIALNUM_929;भगवान की पूँजी में हिस्सेदार बनें;bhagavaan ki poonji men hisasedaar banen;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v1.1'>http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v1'>http://literature.awgp.org/book/bhagavan_kee_poonjee_men_hissedar_banen/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68763/H-JS_34_Bhagava_Ki_Pooja_Me_Sajhedar_Banen.pdf'>http://literature.awgp.org/var/node/68763/H-JS_34_Bhagava_Ki_Pooja_Me_Sajhedar_Banen.pdf</a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_930;भगवान के अनुदान किन शर्तों पर;bhagavaan ke anudaan kin sharaton par;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v1.1'>http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v1'>http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68775/H-JS_82_Bhagavan_Ke_Anudan_Kin_Sharto_Par.pdf'>http://literature.awgp.org/var/node/68775/H-JS_82_Bhagavan_Ke_Anudan_Kin_Sharto_Par.pdf</a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_931;भगवान के अनुदान किन शर्तों पर;bhagavaan ke anudaan kin sharaton par;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v2.1'>http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v2'>http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68882/Bhagavan_Ke_Anudan_Kin_Sharto_Par.pdf'>http://literature.awgp.org/var/node/68882/Bhagavan_Ke_Anudan_Kin_Sharto_Par.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v2.32'>http://literature.awgp.org/book/bhagavan_ke_anudan_kin_sharton_par/v2.32</a>
BOOK_SERIALNUM_932;भगवान को मत बहकाइए;bhagavaan ko mat bahakaie;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v1.1'>http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v1'>http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v1</a>;<a target='_blank' href=''></a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_933;भगवान को मत बहकाइए;bhagavaan ko mat bahakaie;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v2.1'>http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v2'>http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68883/Bhagavan_Ko_Mat_Bahakaiye.pdf'>http://literature.awgp.org/var/node/68883/Bhagavan_Ko_Mat_Bahakaiye.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v2.32'>http://literature.awgp.org/book/bhagavan_ko_mat_bahakaie/v2.32</a>
BOOK_SERIALNUM_934;भगवान शंकर क्या हैं;bhagavaan shankar kaya hain;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v2.1'>http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v2'>http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68884/H-JS_17_Bhagavan_Shankar_Kya_Hai.pdf'>http://literature.awgp.org/var/node/68884/H-JS_17_Bhagavan_Shankar_Kya_Hai.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v2.33'>http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v2.33</a>
BOOK_SERIALNUM_935;भगवान शंकर क्या हैं ?;bhagavaan shankar kaya hain ?;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v1.1'>http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v1'>http://literature.awgp.org/book/bhagavan_shankar_kya_hain/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68765/Bhagavan_Shankar_Kya_Hai.pdf'>http://literature.awgp.org/var/node/68765/Bhagavan_Shankar_Kya_Hai.pdf</a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_936;भज सेवायाम् ही है भक्ति;bhaj sevaayaam hi hai bhakati;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v1.1'>http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v1'>http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68799/H-JS_79_Bhaj_Sevayam_Hi_Hai_Bhakti.pdf'>http://literature.awgp.org/var/node/68799/H-JS_79_Bhaj_Sevayam_Hi_Hai_Bhakti.pdf</a>;<a target='_blank' href=''></a>
BOOK_SERIALNUM_937;भज सेवायाम् ही है भक्ति;bhaj sevaayaam hi hai bhakati;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v2.1'>http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v2'>http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v2</a>;<a target='_blank' href='http://literature.awgp.org/var/node/68885/Bhaj_Sevayam_Hi_Hai_Bhakti.pdf'>http://literature.awgp.org/var/node/68885/Bhaj_Sevayam_Hi_Hai_Bhakti.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v2.32'>http://literature.awgp.org/book/bhaj_sevayam_hee_hai_bhakti/v2.32</a>
BOOK_SERIALNUM_938;भवबन्धनों से मुक्त हो;bhavabanadhnon se mukat ho;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/Bhav_Bandhanon_Se_Mukt_Ho/v1.1'>http://literature.awgp.org/book/Bhav_Bandhanon_Se_Mukt_Ho/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/Bhav_Bandhanon_Se_Mukt_Ho/v1'>http://literature.awgp.org/book/Bhav_Bandhanon_Se_Mukt_Ho/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/1864/Bhav_Bandhanon_Se_Mukt_Hon.pdf'>http://literature.awgp.org/var/node/1864/Bhav_Bandhanon_Se_Mukt_Hon.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/Bhav_Bandhanon_Se_Mukt_Ho/v1.32'>http://literature.awgp.org/book/Bhav_Bandhanon_Se_Mukt_Ho/v1.32</a>
BOOK_SERIALNUM_939;भारत की महान वीरांगनाएँ;bhaarat ki mahaan viraanganaen;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bharat_ki_mahan_viranganaen/v1.1'>http://literature.awgp.org/book/bharat_ki_mahan_viranganaen/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bharat_ki_mahan_viranganaen/v1'>http://literature.awgp.org/book/bharat_ki_mahan_viranganaen/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/72568/Bharat_Ki_Mahan_Viranganaen.pdf'>http://literature.awgp.org/var/node/72568/Bharat_Ki_Mahan_Viranganaen.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bharat_ki_mahan_viranganaen/v1.80'>http://literature.awgp.org/book/bharat_ki_mahan_viranganaen/v1.80</a>
BOOK_SERIALNUM_940;भारतीय इतिहास के  कीर्ति स्तम्भ  द्वितीय भाग;bhaaratiy itihaas ke kirati satamabh davitiy bhaag;Text Book Version;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v2.1'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v2.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v2'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v2</a>;<a target='_blank' href=''></a>;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v2.17'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v2.17</a>
BOOK_SERIALNUM_941;भारतीय इतिहास के कीर्ति स्तंभ भाग 1;bhaaratiy itihaas ke kirati satanbh bhaag 1;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_1/v1.1'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_1/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_1/v1'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_1/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/72890/Bharatiya_Itihas_Ke_Kirti_Stambh_Bhag_-1.pdf'>http://literature.awgp.org/var/node/72890/Bharatiya_Itihas_Ke_Kirti_Stambh_Bhag_-1.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_1/v1.80'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_1/v1.80</a>
BOOK_SERIALNUM_942;भारतीय इतिहास के कीर्ति स्तंभ भाग 2;bhaaratiy itihaas ke kirati satanbh bhaag 2;Scan Book Version;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v1.1'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v1.1</a>;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v1'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v1</a>;<a target='_blank' href='http://literature.awgp.org/var/node/72898/Bharatiya_Itihas_Ke_Kirti_Stambh_Bhag_-2.pdf'>http://literature.awgp.org/var/node/72898/Bharatiya_Itihas_Ke_Kirti_Stambh_Bhag_-2.pdf</a>;<a target='_blank' href='http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v1.72'>http://literature.awgp.org/book/bharatiya_itihas_ke_kirti_stambh_bhag_2/v1.72</a>
