BOOK_SERIAL_NUMBER;BOOK_TYPE;BOOK_NAME;BOOK_NAME_TRANSLATED_ENGLISH;BOOK_URL;BOOK_NAME_ENGLISH_TRANSLITERATED;BOOK_URL_HOME;PDF_URLS;NUM_MAX_PAGES
BOOK_SERIALNUM_663;Text Book Version;धर्म संस्कृति के अग्रदूत;pioneer of religion;http://literature.awgp.org/book/dharm_sanskriti_ke_agradoot/v2.1;dharm sansakariti ke agaradoot;http://literature.awgp.org/book/dharm_sanskriti_ke_agradoot/v2;;http://literature.awgp.org/book/dharm_sanskriti_ke_agradoot/v2.11
BOOK_SERIALNUM_664;Text Book Version;धर्मग्रंथ हमें क्या शिक्षण देते हैं यह जानें;Learn What the Scriptures Teach Us;http://literature.awgp.org/book/dharmagranth_hamen_kya_shikshan_dete_hain_yah_janen/v1.1;dharmagaranth hamen kaya shikashhan dete hain yah jaanen;http://literature.awgp.org/book/dharmagranth_hamen_kya_shikshan_dete_hain_yah_janen/v1;;
BOOK_SERIALNUM_665;Text Book Version;धर्मतंत्र का दुरुपयोग रुके;stop the abuse of the theocracy;http://literature.awgp.org/book/dharmatantr_ka_durupayog_rooke/v2.1;dharmatantar ka durupayog ruke;http://literature.awgp.org/book/dharmatantr_ka_durupayog_rooke/v2;;http://literature.awgp.org/book/dharmatantr_ka_durupayog_rooke/v2.13
BOOK_SERIALNUM_666;Scan Book Version;धर्मतंत्र का दुरुपयोग रूके;stop the misuse of the theocracy;http://literature.awgp.org/book/dharmatantr_ka_durupayog_rooke/v1.1;dharmatantar ka durupayog rooke;http://literature.awgp.org/book/dharmatantr_ka_durupayog_rooke/v1;http://literature.awgp.org/var/node/69135/Dharmatantra_Ka_Durupayig_Ruke.pdf;http://literature.awgp.org/book/dharmatantr_ka_durupayog_rooke/v1.32
BOOK_SERIALNUM_667;Scan Book Version;धर्मतंत्र का परिष्कार अत्यंत अनिवार्य;Sophistication of theocracy is essential;http://literature.awgp.org/book/adhyatm_ke_sahee_marm_ko_samajhen/v1.1;dharmatantar ka parishhakaar atayant anivaaray;http://literature.awgp.org/book/adhyatm_ke_sahee_marm_ko_samajhen/v1;;
BOOK_SERIALNUM_668;Text Book Version;धर्मतंत्र का परिष्कार अत्यंत अनिवार्य;Sophistication of theocracy is essential;http://literature.awgp.org/book/adhyatm_ke_sahee_marm_ko_samajhen/v2.1;dharmatantar ka parishhakaar atayant anivaaray;http://literature.awgp.org/book/adhyatm_ke_sahee_marm_ko_samajhen/v2;;http://literature.awgp.org/book/adhyatm_ke_sahee_marm_ko_samajhen/v1.32
BOOK_SERIALNUM_669;Text Book Version;धर्मतंत्र की गरिमा एवं महत्ता;Dignity and importance of theocracy;http://literature.awgp.org/book/dharmatantr_kee_garima_evan_mahatta/v1.1;dharmatantar ki garima evan mahatata;http://literature.awgp.org/book/dharmatantr_kee_garima_evan_mahatta/v1;;
BOOK_SERIALNUM_670;Text Book Version;धर्मतंत्र द्वारा लोकशिक्षण;public education through theocracy;http://literature.awgp.org/book/dharmatantr_dvara_lokashikshan/v2.1;dharmatantar davaara lokashikashhan;http://literature.awgp.org/book/dharmatantr_dvara_lokashikshan/v2;;
BOOK_SERIALNUM_671;Scan Book Version;धर्मतंत्र द्वारा लोकशिक्षण;public education through theocracy;http://literature.awgp.org/book/dharmatantr_dvara_lokashikshan/v1.1;dharmatantar davaara lokashikashhan;http://literature.awgp.org/book/dharmatantr_dvara_lokashikshan/v1;http://literature.awgp.org/var/node/69137/H-JS_30_Dharmatantra_Dvara_Lokashikshan.pdf;http://literature.awgp.org/book/dharmatantr_dvara_lokashikshan/v1.32
BOOK_SERIALNUM_672;Text Book Version;धर्मतंत्र से लोकशिक्षण प्रयोग और उपलब्धियां;Public education experiments and achievements from Dharmatantra;http://literature.awgp.org/book/dharmtantra_se_lokshikshan_prayog_aur_uplabdhiyan/v1.1;dharmatantar se lokashikashhan parayoga aur upalabadhiyaan;http://literature.awgp.org/book/dharmtantra_se_lokshikshan_prayog_aur_uplabdhiyan/v1;;http://literature.awgp.org/book/dharmtantra_se_lokshikshan_prayog_aur_uplabdhiyan/v1.24
BOOK_SERIALNUM_673;Scan Book Version;धर्मतंत्रो को विकृतियों से बचाएँ;save the theocracy from distortions;http://literature.awgp.org/book/dharmtantra_ko_vikrutiyon_se_bachayen/v1.1;dharmatantaro ko vikaritiyon se bachaen;http://literature.awgp.org/book/dharmtantra_ko_vikrutiyon_se_bachayen/v1;http://literature.awgp.org/var/node/72697/Dharmtantra_Ko_Vikrutiyon_Se_Bachayen.pdf;http://literature.awgp.org/book/dharmtantra_ko_vikrutiyon_se_bachayen/v1.104
BOOK_SERIALNUM_674;Scan Book Version;ध्यान का दार्शनिक पक्ष;philosophical aspect of meditation;http://literature.awgp.org/book/dhyan_ka_darshanik_paksh/v2.1;dhyaan ka daarashanik pakashh;http://literature.awgp.org/book/dhyan_ka_darshanik_paksh/v2;http://literature.awgp.org/var/node/68872/Dhyan_Ka_Darshanik_Paksh.pdf;http://literature.awgp.org/book/dhyan_ka_darshanik_paksh/v2.32
BOOK_SERIALNUM_675;Text Book Version;ध्यान का दार्शनिक पक्ष;philosophical aspect of meditation;http://literature.awgp.org/book/dhyan_ka_darshanik_paksh/v1.1;dhyaan ka daarashanik pakashh;http://literature.awgp.org/book/dhyan_ka_darshanik_paksh/v1;http://literature.awgp.org/var/node/68757/H-JS_24_Dhyan_Ka_Darshanik_Paksh.pdf;
BOOK_SERIALNUM_676;Scan Book Version;ध्वंस और सृजन की सुस्पष्ट संभावना;clear possibility of destruction and creation;http://literature.awgp.org/book/dhwans_aur_srujan_ki_suspast_sambhavna/v1.1;dhvansa aur sarijan ki susapashhat sanbhaavana;http://literature.awgp.org/book/dhwans_aur_srujan_ki_suspast_sambhavna/v1;http://literature.awgp.org/var/node/2001/Dvansh_Aur_Srujan_Ki_Suspast_Sambhavana.pdf;http://literature.awgp.org/book/dhwans_aur_srujan_ki_suspast_sambhavna/v1.55
BOOK_SERIALNUM_677;Text Book Version;ध्वंस और सृजन की सुस्पष्ट सम्भावना;clear possibility of destruction and creation;http://literature.awgp.org/book/dhwans_aur_srujan_ki_suspast_sambhavna/v2.1;dhvansa aur sarijan ki susapashhat samabhaavana;http://literature.awgp.org/book/dhwans_aur_srujan_ki_suspast_sambhavna/v2;;
BOOK_SERIALNUM_678;Scan Book Version;न डरिये न अशांत हूजिये;don't be afraid don't be upset;http://literature.awgp.org/book/Na_Dariye_Na_Ashant_Hojiye/v1.1;n dariye n ashaant hoojiye;http://literature.awgp.org/book/Na_Dariye_Na_Ashant_Hojiye/v1;;http://literature.awgp.org/book/Na_Dariye_Na_Ashant_Hojiye/v1.24
BOOK_SERIALNUM_679;Text Book Version;न डरिये न अशान्त हूजिये;don't be afraid don't be upset;http://literature.awgp.org/book/Na_Dariye_Na_Ashant_Hojiye/v2.1;n dariye n ashaanat hoojiye;http://literature.awgp.org/book/Na_Dariye_Na_Ashant_Hojiye/v2;;http://literature.awgp.org/book/Na_Dariye_Na_Ashant_Hojiye/v2.6
BOOK_SERIALNUM_680;Scan Book Version;न ही ज्ञानेन सदृशं पवित्रमिह विद्यते;nor knowledge like holy;http://literature.awgp.org/book/XXXXX_nahi_gyanen_sadrushampavitramihi_vidhyate/v1.1;n hi gyaanen sadarishan pavitaramih vidayate;http://literature.awgp.org/book/XXXXX_nahi_gyanen_sadrushampavitramihi_vidhyate/v1;http://literature.awgp.org/var/node/72876/Nahi_Gyanen_Sadrushampavitramihi_Vidhyate.pdf;http://literature.awgp.org/book/XXXXX_nahi_gyanen_sadrushampavitramihi_vidhyate/v1.72
BOOK_SERIALNUM_681;Text Book Version;नया व्यक्ति बनेगा नया युग आएगा;A new person will be born, a new era will come;http://literature.awgp.org/book/naya_vyakti_banega_naya_yug_aaega/v1.1;naya vayakati banega naya yug aega;http://literature.awgp.org/book/naya_vyakti_banega_naya_yug_aaega/v1;;
BOOK_SERIALNUM_682;Scan Book Version;नया संसार बसाएँगे नया इन्सान बनाएँगे;Will settle a new world, will make a new human being;http://literature.awgp.org/book/naya_sansar_basaenge_naya_insan_banaenge/v1.1;naya sansaar basaenge naya inasaan banaenge;http://literature.awgp.org/book/naya_sansar_basaenge_naya_insan_banaenge/v1;;
BOOK_SERIALNUM_683;Text Book Version;नया समय नया काम और नई जिम्मेदारियाँ;new time new job and new responsibilities;http://literature.awgp.org/book/naya_samay_naya_kam_aur_naee_jimmedariyan/v1.1;naya samay naya kaama aur ni jimamedaariyaan;http://literature.awgp.org/book/naya_samay_naya_kam_aur_naee_jimmedariyan/v1;;
BOOK_SERIALNUM_684;Text Book Version;नये युग का अभिनव निर्माण;new era innovation;http://literature.awgp.org/book/naye_yug_ka_abhinav_nirman/v1.1;naye yug ka abhinav nirmaan;http://literature.awgp.org/book/naye_yug_ka_abhinav_nirman/v1;;http://literature.awgp.org/book/naye_yug_ka_abhinav_nirman/v1.30
BOOK_SERIALNUM_685;Scan Book Version;नये युग का मंत्र-गायत्री महामंत्र;New Age Mantra – Gayatri Mahamantra;http://literature.awgp.org/book/naye_yug_ka_mantrgayatree_mahamantr/v1.1;naye yug ka mantar - gayatri mahaamantar;http://literature.awgp.org/book/naye_yug_ka_mantrgayatree_mahamantr/v1;http://literature.awgp.org/var/node/69171/Naye_Yug_Ka_Mantra_Gayatri_Mahamantra.pdf;http://literature.awgp.org/book/naye_yug_ka_mantrgayatree_mahamantr/v1.32
BOOK_SERIALNUM_686;Text Book Version;नव निर्माण की पृष्ठभूमि;new construction background;http://literature.awgp.org/book/nav_nirmaan_ki_prashth_bhoomi/v1.1;nav nirmaan ki parishhathabhoomi;http://literature.awgp.org/book/nav_nirmaan_ki_prashth_bhoomi/v1;;http://literature.awgp.org/book/nav_nirmaan_ki_prashth_bhoomi/v1.8
BOOK_SERIALNUM_687;Scan Book Version;नव सृजन के निमित्त महाकाल की तैयारी;Preparation of Mahakal for new creation;http://literature.awgp.org/book/NavSrizan_Ke_Nimitt_Mahakal_Ki_Taiyari/v1.1;nav sarijan ke nimitat mahaakaal ki taiyaari;http://literature.awgp.org/book/NavSrizan_Ke_Nimitt_Mahakal_Ki_Taiyari/v1;http://literature.awgp.org/var/node/1496/Navsrujan_Ke_Nimitt_Mahakal_Ki_Taiyari.pdf;http://literature.awgp.org/book/NavSrizan_Ke_Nimitt_Mahakal_Ki_Taiyari/v1.31
BOOK_SERIALNUM_688;Text Book Version;नवयुग का मत्स्यावतार;new age mermaid;http://literature.awgp.org/book/navayug_ka_matsyavatar/v2.1;navayug ka matasayaavataar;http://literature.awgp.org/book/navayug_ka_matsyavatar/v2;http://literature.awgp.org/var/node/65662/Navayug_Ka_Matsyavatar.pdf;http://literature.awgp.org/book/navayug_ka_matsyavatar/v2.12
BOOK_SERIALNUM_689;Scan Book Version;नवयुग के दायित्व एवं जीवन साधना;Responsibilities and life practices of the new era;http://literature.awgp.org/book/Navyug_Ke_Dayitva/v1.1;navayug ke daayitav evan jivan saadhna;http://literature.awgp.org/book/Navyug_Ke_Dayitva/v1;;http://literature.awgp.org/book/Navyug_Ke_Dayitva/v1.115
BOOK_SERIALNUM_690;Text Book Version;नवरात्रि पर्व और गायत्री की विशेष तप- साधना;Navratri festival and special penance of Gayatri;http://literature.awgp.org/book/navaratri_parv_aur_gayatree_kee_vishesh_tap_sadhana/v1.1;navaraatari parava aur gayatri ki visheshh tap -  saadhna;http://literature.awgp.org/book/navaratri_parv_aur_gayatree_kee_vishesh_tap_sadhana/v1;;http://literature.awgp.org/book/navaratri_parv_aur_gayatree_kee_vishesh_tap_sadhana/v1.6
BOOK_SERIALNUM_691;Text Book Version;नवसृजन के निमित्त महाकाल की तैयारी;Preparation of Mahakal for new creation;http://literature.awgp.org/book/NavSrizan_Ke_Nimitt_Mahakal_Ki_Taiyari/v3.1;navasarijan ke nimitat mahaakaal ki taiyaari;http://literature.awgp.org/book/NavSrizan_Ke_Nimitt_Mahakal_Ki_Taiyari/v3;http://literature.awgp.org/var/node/65673/Navsrujan_Ke_Nimitt_Mahakal_Ki_Taiyari.pdf;http://literature.awgp.org/book/NavSrizan_Ke_Nimitt_Mahakal_Ki_Taiyari/v3.9
BOOK_SERIALNUM_692;Text Book Version;नहि ज्ञानेन सदृश पवित्र मिह विद्यते;Nahi Gyanen Sadrit Pavitra Mih Vidyate;http://literature.awgp.org/book/XXXXX_nahi_gyanen_sadrushampavitramihi_vidhyate/v2.1;nahi gyaanen sadarish pavitar mih vidayate;http://literature.awgp.org/book/XXXXX_nahi_gyanen_sadrushampavitramihi_vidhyate/v2;;http://literature.awgp.org/book/XXXXX_nahi_gyanen_sadrushampavitramihi_vidhyate/v2.8
BOOK_SERIALNUM_693;Scan Book Version;नाद ब्रह्म की साधना-नादयोग;Sadhna of Naad Brahma – Nadayog;http://literature.awgp.org/book/Shabd_Brahm_Nad_Brahm/v3.1;naad baraham ki saadhna - naadayog;http://literature.awgp.org/book/Shabd_Brahm_Nad_Brahm/v3;;http://literature.awgp.org/book/Shabd_Brahm_Nad_Brahm/v3.60
BOOK_SERIALNUM_694;Text Book Version;नारियों की गायत्री उपासना;Gayatri worship of women;http://literature.awgp.org/book/nari_ki_gayatri_upasana/v1.1;naariyon ki gayatri upaasana;http://literature.awgp.org/book/nari_ki_gayatri_upasana/v1;;http://literature.awgp.org/book/nari_ki_gayatri_upasana/v1.3
BOOK_SERIALNUM_695;Text Book Version;नारी अभ्युदय का नवयुग;new era of women empowerment;http://literature.awgp.org/book/nari_abhyudaya_ka_navyug/v1.1;naari abhayuday ka navayug;http://literature.awgp.org/book/nari_abhyudaya_ka_navyug/v1;;http://literature.awgp.org/book/nari_abhyudaya_ka_navyug/v1.16
BOOK_SERIALNUM_696;Text Book Version;नारी अभ्युदय का नवयुग;new era of women empowerment;http://literature.awgp.org/book/nar_abhyudya_ka_navyug/v1.1;naari abhayuday ka navayug;http://literature.awgp.org/book/nar_abhyudya_ka_navyug/v1;;http://literature.awgp.org/book/nar_abhyudya_ka_navyug/v1.11
BOOK_SERIALNUM_697;Scan Book Version;नारी उत्थान की समस्या और समाधान;Problem and solution of women's upliftment;http://literature.awgp.org/book/Nari_Utthan_Samasya_Aur_Samadhan/v1.1;naari utathaan ki samasayaa aur samaadhan;http://literature.awgp.org/book/Nari_Utthan_Samasya_Aur_Samadhan/v1;http://literature.awgp.org/var/node/1823/Naari_Utthan_Ki_Samasya_Aur_Samadhan.pdf;http://literature.awgp.org/book/Nari_Utthan_Samasya_Aur_Samadhan/v1.54
BOOK_SERIALNUM_698;Text Book Version;नारी उत्थान सबसे बड़ी आवश्यकता;Women's upliftment is the biggest need;http://literature.awgp.org/book/Nari_Utthan_Samay_Ki_Sabase_Badi_Avasyakata/v2.1;naari utathaan sabase badai aavashayakata;http://literature.awgp.org/book/Nari_Utthan_Samay_Ki_Sabase_Badi_Avasyakata/v2;;
BOOK_SERIALNUM_699;Scan Book Version;नारी उत्थान-समय की सबसे बड़ी आवश्यकता;Women's upliftment - the biggest need of the hour;http://literature.awgp.org/book/Nari_Utthan_Samay_Ki_Sabase_Badi_Avasyakata/v1.1;naari utathaan - samay ki sabase badai aavashayakata;http://literature.awgp.org/book/Nari_Utthan_Samay_Ki_Sabase_Badi_Avasyakata/v1;http://literature.awgp.org/var/node/1822/Naari_Utthan_Samay_Ki_Sabase_Badi_Aavasyakata_.pdf;http://literature.awgp.org/book/Nari_Utthan_Samay_Ki_Sabase_Badi_Avasyakata/v1.48
BOOK_SERIALNUM_700;Text Book Version;नारी की क्षमता का सदुपयोग हो;women's potential should be put to good use;http://literature.awgp.org/book/naari_ki_kshamta_ka_sadupyog_ho/v1.1;naari ki kashhamata ka sadupayog ho;http://literature.awgp.org/book/naari_ki_kshamta_ka_sadupyog_ho/v1;;
BOOK_SERIALNUM_701;Scan Book Version;नारी की गरिमा गिराने में घाटा ही घाटा;Loss is the only loss in lowering the dignity of women.;http://literature.awgp.org/book/nari_ki_garima/v1.1;naari ki garima giraane men ghaata hi ghaata;http://literature.awgp.org/book/nari_ki_garima/v1;http://literature.awgp.org/var/node/2007/Naari_Ki_Garima_Girane_Me_Ghata_Hi_Ghata.pdf;http://literature.awgp.org/book/nari_ki_garima/v1.48
BOOK_SERIALNUM_702;Text Book Version;नारी की महानता;greatness of woman;http://literature.awgp.org/book/Naari_Ki_Mahanta/v4.1;naari ki mahaanata;http://literature.awgp.org/book/Naari_Ki_Mahanta/v4;;http://literature.awgp.org/book/Naari_Ki_Mahanta/v4.8
BOOK_SERIALNUM_703;Scan Book Version;नारी की महानता;greatness of woman;http://literature.awgp.org/book/Naari_Ki_Mahanta/v1.1;naari ki mahaanata;http://literature.awgp.org/book/Naari_Ki_Mahanta/v1;http://literature.awgp.org/var/node/1502/Nari_Ki_Mahanata.pdf;http://literature.awgp.org/book/Naari_Ki_Mahanta/v1.25
BOOK_SERIALNUM_704;Text Book Version;नारी की सनातन गरिमा;eternal dignity of woman;http://literature.awgp.org/book/naari_ki_snatan_garima/v1.1;naari ki sanaatan garima;http://literature.awgp.org/book/naari_ki_snatan_garima/v1;;
BOOK_SERIALNUM_705;Scan Book Version;नारी को उसका उचित स्थान देना ही होगा;women must be given their due place;http://literature.awgp.org/book/Nari_Ko_Usaka_Uchit_Sthan_Dena_Hi_Hoga/v1.1;naari ko usaka uchit sathaan dena hi hoga;http://literature.awgp.org/book/Nari_Ko_Usaka_Uchit_Sthan_Dena_Hi_Hoga/v1;;http://literature.awgp.org/book/Nari_Ko_Usaka_Uchit_Sthan_Dena_Hi_Hoga/v1.8
BOOK_SERIALNUM_706;Text Book Version;नारी को मनुष्य समझा जाय;women should be treated as humans;http://literature.awgp.org/book/naari_ko_manushya_samjha_jaye/v1.1;naari ko manushhay samajha jaay;http://literature.awgp.org/book/naari_ko_manushya_samjha_jaye/v1;;
BOOK_SERIALNUM_707;Scan Book Version;नारी को रमणी न मानें जननी का सम्मान दें;Don't consider women as beautiful, give respect to the mother.;http://literature.awgp.org/book/Nari_Ko_Ramani_Na_Mane_Janani_Ka_Samman_De/v1.1;naari ko ramani n maanen janani ka samamaan den;http://literature.awgp.org/book/Nari_Ko_Ramani_Na_Mane_Janani_Ka_Samman_De/v1;http://literature.awgp.org/var/node/1816/Naari_Ko_Ramani_Na_Mane_Janani_Ka_Sanman_Den.pdf;http://literature.awgp.org/book/Nari_Ko_Ramani_Na_Mane_Janani_Ka_Samman_De/v1.64
BOOK_SERIALNUM_708;Text Book Version;नारी जागरण अभियान;women awareness campaign;http://literature.awgp.org/book/naari_jagran_abhiyan/v1.1;naari jaagaran abhiyaan;http://literature.awgp.org/book/naari_jagran_abhiyan/v1;;http://literature.awgp.org/book/naari_jagran_abhiyan/v1.10
BOOK_SERIALNUM_709;Scan Book Version;नारी श्रृंगारिकता नहीं पवित्रता है;Female beauty is not purity;http://literature.awgp.org/book/Nari_Shringarikta_Nahi_Pavitrata/v1.1;naari shararingaarikata nahin pavitarata hai;http://literature.awgp.org/book/Nari_Shringarikta_Nahi_Pavitrata/v1;http://literature.awgp.org/var/node/1682/Naari_Srungarita_Nahi_Pavitrata_Hai.pdf;http://literature.awgp.org/book/Nari_Shringarikta_Nahi_Pavitrata/v1.56
BOOK_SERIALNUM_710;Scan Book Version;निदान चिकित्सा;diagnostic therapy;http://literature.awgp.org/book/nidan_chikitsa/v1.1;nidaan chikitasa;http://literature.awgp.org/book/nidan_chikitsa/v1;http://literature.awgp.org/var/node/72670/Nidan_Chikitsa.pdf;http://literature.awgp.org/book/nidan_chikitsa/v1.168
BOOK_SERIALNUM_711;Scan Book Version;नियामक सत्ता एवं उसकी विधि व्यवस्था;regulatory authority and its legal system;http://literature.awgp.org/book/niyamak_satta_evan_usakee_vidhi_vyavastha/v1.1;niyaamak satata evan usaki vidhi vayavasatha;http://literature.awgp.org/book/niyamak_satta_evan_usakee_vidhi_vyavastha/v1;http://literature.awgp.org/var/node/2302/Niyamak_Satta_Evam_Usaki_Vidhi-Vyavastha.pdf;http://literature.awgp.org/book/niyamak_satta_evan_usakee_vidhi_vyavastha/v1.105
BOOK_SERIALNUM_712;Text Book Version;नियामक सत्ता का नियंत्रण न तोड़ें;Do not break the control of regulatory authority;http://literature.awgp.org/book/niyamak_satta_ka_niyantran_na_tode/v1.1;niyaamak satata ka niyantaran n todaen;http://literature.awgp.org/book/niyamak_satta_ka_niyantran_na_tode/v1;;
BOOK_SERIALNUM_713;Text Book Version;निरक्षरता का कलंक धो दिया जाय;remove the stigma of illiteracy;http://literature.awgp.org/book/niraksharta_ka_kalank_dho_diya_jaye/v1.1;nirakashharata ka kalank dho diya jaay;http://literature.awgp.org/book/niraksharta_ka_kalank_dho_diya_jaye/v1;;
BOOK_SERIALNUM_714;Scan Book Version;निराशा को पास न फटकने दें;don't let disappointment get you close;http://literature.awgp.org/book/Nirasha_Ko_Pass_Na_Fatakane_De/v1.1;niraasha ko paas n fatakane den;http://literature.awgp.org/book/Nirasha_Ko_Pass_Na_Fatakane_De/v1;http://literature.awgp.org/var/node/1684/Nirasha_Ko_Pas_Na_Fatakane_Den.pdf;http://literature.awgp.org/book/Nirasha_Ko_Pass_Na_Fatakane_De/v1.49
BOOK_SERIALNUM_715;Scan Book Version;निरोग जीवन का राजमार्ग;healthy life highway;http://literature.awgp.org/book/Nirog_Jeevan_Ka_Rajmarg/v1.1;nirog jivan ka raajamaarag;http://literature.awgp.org/book/Nirog_Jeevan_Ka_Rajmarg/v1;http://literature.awgp.org/var/node/1685/Nirogi_Jivan_Ka_Rajmarg.pdf;http://literature.awgp.org/book/Nirog_Jeevan_Ka_Rajmarg/v1.46
BOOK_SERIALNUM_716;Text Book Version;निरोग जीवन का राजमार्ग;healthy life highway;http://literature.awgp.org/book/Nirog_Jeevan_Ka_Rajmarg/v2.1;nirog jivan ka raajamaarag;http://literature.awgp.org/book/Nirog_Jeevan_Ka_Rajmarg/v2;;http://literature.awgp.org/book/Nirog_Jeevan_Ka_Rajmarg/v2.5
BOOK_SERIALNUM_717;Scan Book Version;निर्भय बने शांत रहें;be fearless keep calm;http://literature.awgp.org/book/nirbhay_bane_shant_rahen/v1.1;nirabhay bane shaant rahen;http://literature.awgp.org/book/nirbhay_bane_shant_rahen/v1;http://literature.awgp.org/var/node/72702/Nirbhay_Bane_Shant_Rahen.pdf;http://literature.awgp.org/book/nirbhay_bane_shant_rahen/v1.32
BOOK_SERIALNUM_718;Text Book Version;नेत्र रोगों की चिकित्सा;treatment of eye diseases;http://literature.awgp.org/book/netra_rogo_ki_chikitsa/v1.1;netar rogon ki chikitasa;http://literature.awgp.org/book/netra_rogo_ki_chikitsa/v1;;http://literature.awgp.org/book/netra_rogo_ki_chikitsa/v1.4
BOOK_SERIALNUM_719;Scan Book Version;नैतिक शिक्षा भाग -१;Moral Education Part-1;http://literature.awgp.org/book/Naitik_Shikshan/v4.1;naitik shikashha bhaag  - 1;http://literature.awgp.org/book/Naitik_Shikshan/v4;http://literature.awgp.org/var/node/72341/Naitik_Shiksha_Bhag-1_part_1.pdf|http://literature.awgp.org/var/node/72341/Naitik_Shiksha_Bhag-1_part_2.pdf;http://literature.awgp.org/book/Naitik_Shikshan/v4.228
BOOK_SERIALNUM_720;Scan Book Version;नैतिक शिक्षा भाग -२;Moral Education Part-2;http://literature.awgp.org/book/Naitik_Shikshan/v5.1;naitik shikashha bhaag  - 2;http://literature.awgp.org/book/Naitik_Shikshan/v5;http://literature.awgp.org/var/node/72342/Naitik_Shiksha_Bhag-2_part_1.pdf|http://literature.awgp.org/var/node/72342/Naitik_Shiksha_Bhag-2_part_2.pdf;http://literature.awgp.org/book/Naitik_Shikshan/v5.222
BOOK_SERIALNUM_721;Text Book Version;न्याय नारी को भी मिलना चाहिये;women should also get justice;http://literature.awgp.org/book/nyay_naari_kob_milna_chahiye/v1.1;nayaay naari ko bhi milana chaahiye;http://literature.awgp.org/book/nyay_naari_kob_milna_chahiye/v1;;
BOOK_SERIALNUM_722;Text Book Version;पंच तत्वों से— सम्पूर्ण रोगों का निवारण;Five elements - prevention of all diseases;http://literature.awgp.org/book/Panch_Tatvon_Dwara_Sampurn_Rogon_Ka_Nivaran/1.1;panch tatavon se— samapooran rogon ka nivaaran;http://literature.awgp.org/book/Panch_Tatvon_Dwara_Sampurn_Rogon_Ka_Nivaran/1;;
BOOK_SERIALNUM_723;Scan Book Version;पंचतत्वों द्वारा-संपूर्ण रोगों का निवारण;Prevention of all diseases through five elements;http://literature.awgp.org/book/Panch_Tatvon_Dwara_Sampurn_Rogon_Ka_Nivaran/v1.1;panchatatavon davaara - sanpooran rogon ka nivaaran;http://literature.awgp.org/book/Panch_Tatvon_Dwara_Sampurn_Rogon_Ka_Nivaran/v1;http://literature.awgp.org/var/node/1947/Panch_Tatvo_Se_Sampurn_Rog_Nivaran.pdf;http://literature.awgp.org/book/Panch_Tatvon_Dwara_Sampurn_Rogon_Ka_Nivaran/v1.48
BOOK_SERIALNUM_724;Scan Book Version;पंचांग गणितम्;Panchang Ganitam;http://literature.awgp.org/book/panchang_ganitan/v1.1;panchaang ganitam;http://literature.awgp.org/book/panchang_ganitan/v1;http://literature.awgp.org/var/node/72821/Panchang_Ganitan.pdf;http://literature.awgp.org/book/panchang_ganitan/v1.120
BOOK_SERIALNUM_725;Scan Book Version;पंडित श्रीराम शर्मा दर्शन एवं दृष्टि;Pandit Shriram Sharma philosophy and vision;http://literature.awgp.org/book/pt_shriram_sharma_aachary_darshan_evam_drusti/v1.1;pandit shariraam sharama darashan evan darishhati;http://literature.awgp.org/book/pt_shriram_sharma_aachary_darshan_evam_drusti/v1;;http://literature.awgp.org/book/pt_shriram_sharma_aachary_darshan_evam_drusti/v1.474
BOOK_SERIALNUM_726;Scan Book Version;पतिव्रत की महिमा पत्निव्रत  की गरिमा;The glory of the husband, the dignity of the wife;http://literature.awgp.org/book/pativrat_ki_mahima_patnivrat_ki_garima/v1.1;pativarat ki mahima patanivarat ki garima;http://literature.awgp.org/book/pativrat_ki_mahima_patnivrat_ki_garima/v1;http://literature.awgp.org/var/node/72863/Pativrat_Ki_Mahima,_Patnivrat_Ki_Garima.pdf;http://literature.awgp.org/book/pativrat_ki_mahima_patnivrat_ki_garima/v1.40
BOOK_SERIALNUM_727;Text Book Version;पत्नी का सम्मान गृहस्थ का उत्थान;respect of wife upliftment of householder;http://literature.awgp.org/book/Patni_Ka_Samman_Grihasth_Ka_Utthan/v3.1;patani ka samamaan garihasath ka utathaan;http://literature.awgp.org/book/Patni_Ka_Samman_Grihasth_Ka_Utthan/v3;;http://literature.awgp.org/book/Patni_Ka_Samman_Grihasth_Ka_Utthan/v3.11
BOOK_SERIALNUM_728;Scan Book Version;पत्नी का सम्मान गृहस्थ का उत्थान;respect of wife upliftment of householder;http://literature.awgp.org/book/Patni_Ka_Samman_Grihasth_Ka_Utthan/v1.1;patani ka samamaan garihasath ka utathaan;http://literature.awgp.org/book/Patni_Ka_Samman_Grihasth_Ka_Utthan/v1;http://literature.awgp.org/var/node/1828/Patni_Ka_Sanman_Gruhasth_Ka_Utthan.pdf;http://literature.awgp.org/book/Patni_Ka_Samman_Grihasth_Ka_Utthan/v1.56
BOOK_SERIALNUM_729;Scan Book Version;पत्र पाथेय;letter pathey;http://literature.awgp.org/book/Patra_Patheya/v1.1;patar paathey;http://literature.awgp.org/book/Patra_Patheya/v1;;http://literature.awgp.org/book/Patra_Patheya/v1.183
BOOK_SERIALNUM_730;Scan Book Version;परकाया प्रवेश;alien entry;http://literature.awgp.org/book/parakaya_pravesh/v1.1;parakaaya paravesh;http://literature.awgp.org/book/parakaya_pravesh/v1;http://literature.awgp.org/var/node/2301/Parakaya_Pravesh.pdf;http://literature.awgp.org/book/parakaya_pravesh/v1.65
